text,label,source
"Rhode Island has the second highest per enrollee (Medicaid) cost of any state in the country, which is 60 percent higher than the national average.",0,liar_en
"Holding up a BlackBerry, McCain campaign adviser says, ""youre looking at the miracle John McCain helped create.""",2,liar_en
They talk about this problem with binding arbitration. It doesnt make a lot of sense to me to have somebody from Los Angeles fly into Zanesville and impose a wage settlement on you ... and then theyre on the plane back to Los Angeles.,2,liar_en
Illegal immigration costs our country more than $113 billion a year.,1,liar_en
Says Texas U.S. Rep. Pete Sessions said the GOPs goal is to go back to the same exact policies that were in place before this president took office... policies that crashed the economy.,1,liar_en
"The Medicare proposal by Rep. Paul Ryan, R-Wis., would allow insurance companies to deny you coverage and drop you for pre-existing conditions.",2,liar_en
"Paul Ryan got his start in politics, as a young staffer just out of college, working for then-Congressman John Kasichs Budget Committee.",1,liar_en
A million Democrats deserted (Howard Deans) party and joined my party because of Donald Trump in Ohio this year.,1,liar_en
"Dark money spending in the 2016 election cycle is 10 times what it was at the same point in the 2012 election cycle, when it topped $308 million.",0,liar_en
"Passage of Clinton budget bill in 1993 ""led to an enormous flowering of the economy in America.""",1,liar_en
"In total, we have added nearly 75,000 private sector jobs in New Jersey since we took office in January 2010.",0,liar_en
Letting the Bush tax cuts expire would raise taxes on small businesses.,1,liar_en
Says there is an upcoming vote to preserve benefits of Texas homestead exemption for seniors and the disabled.,2,liar_en
"Says Rep. Jim Weidner proposed a bill taking away health care for 80,000 of Oregons children.",0,liar_en
Says he never donates to Democrats while Paul Workman contributes to Democrat Kirk Watson and other Democrats running against Republicans.,1,liar_en
"The financial services bill will end ""too-big-to-fail.""",1,liar_en
"Says its a statistical reality that most single moms are very poor, under-educated, cant get a job, and if it werent for government assistance, their kids would be starving to death.",1,liar_en
"Over the past eight years, the United States has reduced our total carbon pollution more than any other nation on Earth.",1,liar_en
"U.S. taxpayers paid $71,500 per job created by the stimulus bill.",0,liar_en
"Phoenix, Arizona, is the No. 2 kidnapping capital of the world.",2,liar_en
"Says. Rep. Joe Barton, R-Texas, once said, Wind is a finite resource and harnessing it would slow the winds down, which would cause the temperature to go up.",1,liar_en
Crime is down in Arizona.,0,liar_en
"MikeHuckabee.com gets ""more hits than virtually any other presidential candidate.""",0,liar_en
"Had the online change of address been in place in 2008 an estimated 130,000 voters who cast provisional ballots could have changed their address online and voted a regular ballot.",0,liar_en
Texas is LAST (50th) in spending for mental health care.,0,liar_en
"According to the most recent jobs report, weve got more Americans leaving the workforce than we have finding jobs.",1,liar_en
"In the last five years, 28,000 people have been killed along the U.S.-Mexico border.",2,liar_en
The tax-cut deal adds more than $800 billion to the deficit over two years -- more than the cost of TARP and more than the cost of the Recovery Act and about the same as health care reform.,0,liar_en
Owen in MA vs. Owen in RI Advantage:Rhode Island.,0,liar_en
Says some Georgians can get health insurance for $105 a month.,0,liar_en
Says U.S. Rep. Steve Southerland voted himself health care for life.,2,liar_en
"Says Rick Scott changed his promise from700,000 jobs created on top of what normal growth would be to just 700,000 jobs.",0,liar_en
"A quarter of our workers make $18,000 per year.",1,liar_en
Pre-existing conditions are covered under my (health care) plan.,1,liar_en
"According to Pew Research, 99 percent of the people in Afghanistan support oppressive Sharia law.",0,liar_en
On supporting right to work legislation in 2015,2,liar_en
"Says it probably costs more than $300,000 to run for a seat on the Pedernales Electric Cooperative board of directors.",2,liar_en
Latin Americas economy is almost as big as the economy of China.,1,liar_en
Says Gerald Daugherty is endorsed by the Austin American-Statesman.,2,liar_en
"Says because of Texas lawmakers choices, hundreds of thousands of women no longer have access to basic medical care, life-saving cancer screenings and contraception.",1,liar_en
A new poll shows 62 percent support the president's plan to reform health care. That means ... letting you choose between keeping the private insurance you have and a public health insurance plan.,2,liar_en
Says in 1944 we were in debt more than twice as much as we are now.,2,liar_en
President Obama has the most border patrols and border security deployed at the border of any previous president.,0,liar_en
"Rhode Island will become just the second state to mandate the vaccine and the only state to do so by regulatory fiat, without public debate, and without consideration from the elected representatives of the people.",1,liar_en
"Recently, Florida has successfully reduced the environmental permitting time down to just two days.",2,liar_en
Says Mitt Romney and Paul Ryan want to turn Medicare into a voucher system.,0,liar_en
Latinos are 17 percent of our countrys population but hold only 2 percent of its wealth.,0,liar_en
"If the U.S. didnt borrow $1.2 trillion every year to fund government operations, that money would be available for entrepreneurs and business people to put to work creating jobs and building and expanding their businesses.",2,liar_en
"Last year, out of the 500,000 (in) population growth we had in the state of Texas, about 250,000 of the 500,000 came to Texas... from the other 49 states.",1,liar_en
"There are at least three sectors of the border, one in particular, that are just completely insecure.",1,liar_en
"For 21 countries in Sub-Saharan Africa, we simply do not have data to say anything about trends in poverty.",0,liar_en
"The head of the IRS ordered 24,000 emails erased before Congress could review them, making sure the American people will never know the real truth.",2,liar_en
Says Donald Trump publicly invited Putin to hack into Americans (emails).,1,liar_en
"Thanks to Washington, nearly everyone will pay more in taxes in 2013. Somehow people think its just the wealthy. Its not.",1,liar_en
"We are not producing jobs. We created 80,000 jobs last month. We dont talk about the jobs that we lost. The net of it all is that we lost jobs.",2,liar_en
I have tremendous support from women.,2,liar_en
New Mexico is the second Hollywood because of tax incentives for the film industry.,1,liar_en
Thanks to President Bush's policies....The income gap is now higher than at any time since the Great Depression.,1,liar_en
"Before World War II, very few people actually had health insurance.",0,liar_en
Says Chris Christie was the first governor in America to endorse Mitt Romney.,2,liar_en
SaysPresident Obama and his allies in Congress gave power to control Medicare patients health care decisions to a commission of 15 unelected bureaucrats in Washington.,2,liar_en
"U.S. Rep. Bill Young ""has accepted $737,000 from lobbyists and recipients of his earmarks.""",1,liar_en
"Says federal regulations adopted in 2011 increased the cost of each vehicle for his business by $10,000.",0,liar_en
Rhode Island is the last state still using the Optech III P voting machines and they dont meet suggested federal standards.,1,liar_en
Public employees receive something like 25 percent of the paychecks that are issued in Rhode Island.,2,liar_en
Twenty million Americans are out of work.,1,liar_en
"For the cost of $5 vanilla soy latte a day, you can get a sweet health insurance plan to match.",1,liar_en
GDP was zero essentially for the last two quarters.,2,liar_en
Salaries of Austin residents who dont work for city government have not been going up 3 percent a year for the last several years.,0,liar_en
Health care reform will not affect veterans' benefits.,0,liar_en
Says proposed anti-abortion legislation would force women facing the most personal of health decisions to endure a transvaginal ultrasound.,1,liar_en
Wisconsin now ranks among the top 10 states for out-migration.,1,liar_en
Those who fail to buy health insurance under Obamacare face the threat of jail time.,2,liar_en
"The average CEO makes $10,000 more every day ... than what the average worker makes every year.",1,liar_en
Proposed tax changes are a handout to BP.,1,liar_en
State pension fund staffers lost billions. Then Sink gave them bonuses.,1,liar_en
The Senate health care bill does not contain limits on medical malpractice lawsuits.,0,liar_en
"Says by rejecting an expansion of Medicaid under the new law, Georgia was depriving 25,000 veterans of health care coverage.",0,liar_en
"Congressional Republicans have introduced dozens of bills on social issues and other topics, but zero on job creation.",2,liar_en
Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people.,1,liar_en
A college loan is the only loan in the United States that you cannot refinance when interest rates go down.,0,liar_en
There are more Hoosiers going to work than ever before.,1,liar_en
On subsidies for ethanol production.,2,liar_en
"Because of the health care act, The people who have health care and like it in this county are not going to be able to keep what they have.",1,liar_en
"Beyonce and Jay Z, I like them, I like them ... I get bigger crowds than they do. Its true. I get far bigger crowds.",2,liar_en
"The U.S. State Department has ordered 160,000 Hazmat suits for Ebola, prompting concerns that the federal government is anticipating the rapid spread of the virus.",1,liar_en
"Just on the issue of immigration alone, it is next to impossible to find a policy difference between (Donald) Trump and Congressman (Joe) Heck.",2,liar_en
"13,000 Floridians are able to vote -- but their governor wont tell them.",2,liar_en
The United States was not one of 16 countries where David Perdue said in his Pillowtex deposition that he created jobs.,1,liar_en
Issue 2 makes it illegal for us to negotiate for enough firefighters to do the job.,0,liar_en
"Since I took office, Wisconsin now has the 2nd highest health care quality ranking in the country.",1,liar_en
Says the Arizona immigration law expressly bans racial profiling.,1,liar_en
Wisconsins Government Accountability Board ignored their duties and did not regularly audit voters to remove felons for a span of 16 elections.,1,liar_en
We are giving almost $2 billion of taxpayer money to the junk food and fast food industries every year to make the (childhood obesity) epidemic worse.,2,liar_en
"Under the new health care law, all real estate transactions will be subject to a 3.8% Sales Tax",2,liar_en
"Under (Rick Perrys) watch as governor, over six million Texans have no health care coverage, including one million children, homeowners suffer from the highest insurance rates in the country, and college tuition has skyrocketed 136 percent.",1,liar_en
"400,000 Oregonians have gained access to health care through the Affordable Care Act.",1,liar_en
Says she voted against the Medicare Part D prescription drug program because it was unfunded.,2,liar_en
We have completely turned our economy around.,1,liar_en
Only about 6.8 percent of the (stimulus) money has actually been spent.,0,liar_en
Says U.S. Rep. Paul Ryan promised to end health care for our seniors.,2,liar_en
We just had the best year for the auto industry in America in history.,0,liar_en
"For every dollar (in the stimulus package) that is spent to help small businesses, $4 is being spent to help upkeep the grass on the lawns of Washington.",2,liar_en
"[Renewable energy] projects . . . get us off foreign oil and away, step by step, from these foreign entanglements that we have to get into to defend our oil supply.",1,liar_en
On resigning from the Texas Railroad Commission.,2,liar_en
Rhode Island spends 52 percent more per capita on human service programs than the national average.,0,liar_en
"The Trump Winery near Charlottesville, Va. is the largest winery on the East Coast.",2,liar_en
"John McCain, ""one of the richest people in a Senate filled with millionaires,"" says the solution to the housing crisis is for people to get a ""second job"" and ""skip their vacations.""",1,liar_en
More people today are leaving Virginia than moving in.,0,liar_en
"Since the salary for state lawmakers was raised to $79,500, that purchasing power has now been reduced to $53,000.",0,liar_en
"Twenty-seven out-of-state pharmaceutical companies have raised more campaign dollars (against a drug price control measure) than all other state ballot measures have raised to date, combined.",1,liar_en
"Says Alison Lundergan Grimes supports Obamacare, which cuts $700 billion from seniors Medicare.",1,liar_en
Today New Mexico (has) the sixth-fastest growing economy.,0,liar_en
Virtually no Republican in Washington accepts climate change science.,0,liar_en
"Under Obamacare, premiums have doubled and tripled in Wisconsin.",0,liar_en
"The most recent Associated Press poll has Nader-Gonzalez at 6 percent, without any national coverage, against McCain and Obama.",0,liar_en
Defensive medicine costs Georgia up to $14 billion a year.,1,liar_en
Texas is the state that has now gone the longest without electing a Democrat statewide.,0,liar_en
There were more job losses per month in the last three months under President Bush than in the past three months under President Obama.,0,liar_en
I deployed the Texas National Guard to the Texas-Mexico border. And the policy worked; apprehensions at the border declined 74 percent.,1,liar_en
"New carbon regulations will increase electric bills by $17 billion every year and potentially put an average of 224,000 more people out of work every year.",2,liar_en
"Anywhere in the world, when someone uses a mobile phone, e-mail, the Internet or GPS, they are enjoying the benefits of the American miracle.",0,liar_en
He's promising four more years of an administration that will push for the privatization of Social Security...,2,liar_en
The health bill's plan for comparative effectiveness research would be used by the government to ration care.,2,liar_en
"When NAFTA was passed, there was an acceleration of immigration from Mexico because people were in search of jobs.",1,liar_en
Says Dan Patrick has called immigration into Texas an invasion and said immigrants coming into Texas bring third-world diseases.,0,liar_en
On unemployment rates: We have counties in Southwest Virginia that are well into double digits and some that are pushing 20 percent.,2,liar_en
Obamacare includes a $700 billion cut from Medicare for seniors.,1,liar_en
New provisions of the health care law bar the use offlexible spending accounts and health savings accounts to pay for aspirin and other non-prescription health needs.,0,liar_en
U.S. Rep. John Barrows plan puts the IRS in charge of your health care.,1,liar_en
Says Holly Turner failed to vote in five straight Republican primaries.,0,liar_en
Says Democratic opponent is too Republican to stand up for us.,1,liar_en
Wisconsin is not walking away from a dime in federal funds by rejecting the Obamacare Medicaid expansion.,1,liar_en
Welfare programs caused more long-term damage to Detroit than the atomic bomb caused to Hiroshima,2,liar_en
"We have lost 600,000 jobs over the period of the last 10 years. Only Michigan and California have done worse.",0,liar_en
"Says Austin Mayor Steve Adlers transportation plans linked to Proposition 1 on the ballot remove 27+ miles of traffic lanes around the city, replacing them with lanes dedicated to usage by bicycles and buses.",1,liar_en
John McCain said last year he didn't know of a solution to the mortgage crisis.,0,liar_en
"Ezekiel Emanuel, one of President Obama's key health care advisers, says medical care should be reserved for the nondisabled. So watch out if you're disabled.",2,liar_en
"Utah was the No. 1 job creator in this country during my years of service as governor, with a 5.9 percent increase in jobs.",1,liar_en
"Harambe received 15,000 votes in the presidential election.",2,liar_en
"Says last year 13 million (health insurance) rebates went out, in all 50 states. Another 8.5 (million) rebates are being sent out this summer, averaging around 100 bucks each.",1,liar_en
We know this now. The banks no longer loan (Donald Trump) money because hes a terrible risk. So he goes to these (Russian) oligarchs and borrows money.,1,liar_en
There are tens of thousands of homes right here in California where you turn on the faucet but you cant drink the water.,1,liar_en
If it werent for me (illegal immigration) wouldnt even be a big subject.,2,liar_en
On the success of Cash for Clunkers,2,liar_en
"If you and I fail to defund ObamaCare now, some 16,000 new IRS agents will be begin prying into our private medical records, eyeing each and every one of our treatments and prescriptions for violations.",2,liar_en
"Says that as president, Barack Obama has not gone to the Texas-Mexico border",2,liar_en
Because of Barack Obama 32 million new people will have healthcare.,0,liar_en
"Says, In Oregon in 2010, 49 percent of all pregnancies were unintended.",0,liar_en
"With the exception of slavery and the Chinese Exclusion Act, our laws have never barred persons from becoming citizens.",0,liar_en
Six people in Florida die as a result of (not expanding Medicaid) every day.,1,liar_en
The Republican National Convention is a Super Bowl times four.,2,liar_en
"A ""massive"" federal computer network will make your medical records available to ""millions of people"" with a ""complete lack of privacy and confidentiality,"" while doctors and hospitals who don't take part face ""stiff penalties.""",1,liar_en
"Says Ted Cruz was just bribed by the Kochs to introduce a bill that would give them and their allies Americas national forests, parks, and other public lands and open them for mining, drilling, fracking and logging.",2,liar_en
Says Ocean Spray is moving its Bordentown processing facility to Pennsylvania largely because of costs associated with the Regional Greenhouse Gas Initiative.,2,liar_en
Says Barack Obama is the first president to appoint 45 czars to replace elected officials in his office.,2,liar_en
"If there were not derivatives, there would be no bank loans at all today.",1,liar_en
"Florida ""has the second-highest foreclosure rate in the nation.""",0,liar_en
Harry Reid has voted to give special tax breaks to illegal aliens.,2,liar_en
A recent study of a proposed cap-and-trade policys effect on Wisconsin consumers showed it could raise gasoline prices by 141 percent and electricity rates by 171 percent by 2030.,1,liar_en
Says the United States is in the worst recovery from an economic recession since World War II.,1,liar_en
"If an individual is determined to commit suicide, the availability of a gun is not a factor because they will find a way.",1,liar_en
Most funding for tuberculosis research (is) provided by the U.S. National Institutes for Health.,0,liar_en
"The Republican-authored state budget includes a provision forcing people earning as little as $12,000 to buy private health insurance that could cost them as much as $4,000 per year.",2,liar_en
Says Travis Countys unemployment rate is below the national average while its poverty rate exceeds the national average--and local poverty is rising.,0,liar_en
"For the last decade, Floridians salaries have shrunk substantially when adjusted for inflation.",0,liar_en
Says Wisconsin Gov. Scott Walker is making voting more difficult by closing Department of Motor Vehicles offices where low-income voters live.,2,liar_en
"Were talking right now about a $12 billion hole in our current, so-called balanced state budget.",1,liar_en
A new bill was written into the new health care reform initiative ensuring that Congress will be 100 percent exempt.,2,liar_en
"The senior senator from Arizona (John McCain) said he couldnt support repealing dont ask, dont tell because of the economy.",1,liar_en
Obama said (the individual mandate) wasnt a tax.,0,liar_en
We cut our deficits by more than half.,0,liar_en
There are more oil rigs in operation in the United States than the rest of the world combined.,2,liar_en
Says we have now more Border Patrol officers than weve had at any time in our history.,0,liar_en
Most Texans aren't millionaires.,0,liar_en
Studies have shown that voter fraud is non-existent in Texas.,2,liar_en
Says the new health care law delivers a $13 billion tax increase on families with special needs.,2,liar_en
"Texas ranks: #1 in worker deaths, #1 carbon emissions, #50 in high school graduates, #50 in funding for mental health patients.",1,liar_en
Says there were over 600 reports of Texas votes for Donald Trump in the states 2016 Republican primary virtually all getting tallied for Marco Rubio.,2,liar_en
"In 2010, uninsured voters made up about 5 percent of the electorate.",0,liar_en
Says Donald Trump brings in hundreds of foreign workers to replace Americans.,1,liar_en
Says Washingtons reach extends to even telling us what kind of light bulb we can use.,1,liar_en
"In Wisconsin, a woman only earns 80 cents for every $1 a man earns.",0,liar_en
The Federal Reserve system has presided over about a 95... percent decline in the U.S. dollar.,1,liar_en
"Says Marco Rubio went on Univision, and in Spanish he promised that he would not on the first day in office rescind President Obamas illegal executive action.",1,liar_en
"For [GM] to pay back everything it owes, it would have to sell its shares at $143 a share . . . where the highest value of a General Motors share ever was $43, $44, $46, whatever the dollars were . . .",2,liar_en
"The Republican Party ""fought very hard in the '60s to get the civil rights bill passed, as well as the voting rights bill.""",0,liar_en
There is no system to vet refugees from the Middle East.,2,liar_en
Russ Feingold got a memo in 2009 that outlined veteran harm at a Wisconsin VA facility and nothing was done.,2,liar_en
"Over the history of Austin, its always gotten more expensive.",1,liar_en
Georgia has the highest flu activity in the country.,0,liar_en
Do you know what the second sport with the most concussions is? Womens soccer And the third most dangerous sport? Cheerleading.,1,liar_en
"Health insurance companies are making record profits, right now.",2,liar_en
"The House health care bill provides for ""free abortion services, and probably forced participation in abortions by members of the medical profession.""",2,liar_en
The Walton family of Walmart ... This one family owns more wealth than the bottom 40 percent of the American people.,0,liar_en
8.5 million Americans have gotten rebate checks because their insurance companies were spending too much money on executive bonuses and administrative costs and not enough on health care.,0,liar_en
Texas had the highest level of turnout than ever before in the primary.,1,liar_en
"The federal government owns about half of the West, yet it continues to acquire more land.",0,liar_en
Youth unemployment is through the roof.,2,liar_en
Obama ad contends that John McCain endorses Rush Limbaugh's comments about immigration.,2,liar_en
"The Obama administration ""was successful in rushing a massive spending bill through Congress in just two days after which it sat on the president's desk for three days, while he was away on vacation.""",2,liar_en
"Eighty-five percent of Floridians who will benefit from expanding Medicaid are single, childless adults.",1,liar_en
The Obama administration offered no magic number of people that needed to sign up for health care on the marketplaces.,1,liar_en
No other Northeastern state has passed a photo ID law,0,liar_en
The United States is 50th in life expectancy in the world.,0,liar_en
"It is senior citizens, not Hispanics, who are the fastest-growing demographic in this country.",1,liar_en
Says state Supreme Court candidate Joe Donald twice supported incumbent Justice Rebecca Bradley.,0,liar_en
"Last month, more Americans stopped looking for a job than found one.",1,liar_en
"By the end of Governor Rick Perry's term, he will have drained Texas taxpayers ... of more than $360,000 to pay for the rental mansion he has been living in while the historic Governor's Mansion is repaired.",0,liar_en
"Let's pay attention to kids who are not going to college, which ends up being about 60 percent of the kids... and get them trained for the jobs that are there. Because, you know, there are auto mechanic jobs paying $50,000, $60,000 that they can't get filled. There are airline mechanic jobs paying a lot of money that can't get filled. Remarks at AFSCME forum 6/19/2007",0,liar_en
Says Jason Carter has gotten David Axelrod to come down and be his campaign advisor.,2,liar_en
"I delivered a flat tax for my state. I took my state to No. 1 in job creation. With all due respect to what Rick Perry has said about Texas, we did a little bit better.",1,liar_en
The number of people in Atlanta dying from HIV and AIDS declined 59 percent between 2004 and 2012.,0,liar_en
They (Clinton and Obama) have never to my knowledge been involved in legislation nor hearings nor engagement on this issue (climate change).,2,liar_en
John Faso took money from fossil fuel companies as they tried to take your land by eminent domain for a fracked gas pipeline.,1,liar_en
"Insurers delayed an Illinois man's treatment, and he died because of it.",2,liar_en
Says he never supported federal health care individual mandate.,2,liar_en
Says his patents in ultrasound have revolutionized modern medicine.,2,liar_en
"Under Lt. Gov. Lee Fisher, Ohio is 44th in the country in terms of getting money actually into worker retraining.",2,liar_en
"Says that President Obama promised that with the stimulus plan, unemployment would never go above 8 percent. He even said it would be 6 percent by now.",1,liar_en
The Supreme Court said the individual mandate is a tax. So its a tax.,0,liar_en
Marco Rubio voted against funding health clinics that provide critical care during this public health emergency (Zika).,1,liar_en
Weve now gained private sector jobs 12 months in a row.,0,liar_en
"Under last years health care reform, a bunch of bureaucrats decide whether you get care, such as continuing on dialysis or cancer chemotherapy.",2,liar_en
We had a debate on whether ObamaCare was the way to go to fix up health care and the American voters said no -- emphatically.,1,liar_en
Who will raising the minimum wage actually help? More than half work full-time. The average worker is 35 years old.,1,liar_en
In this country we have more natural gas than Saudi Arabia has oil.,1,liar_en
"For the amount of money Hillary Clinton would like to spend on refugees, we could rebuild every inner city in America.",2,liar_en
"By advocating new requirements for voters to show ID cards at the polls, Republicans want to literally drag us all the way back to Jim Crow laws.",2,liar_en
Says Paul Ryans budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.,0,liar_en
Theres a tremendous other number of public officials who have done the same thing as Hillary Clinton with a private email server.,1,liar_en
Says Bruce Braley took tens of thousands from his friends in the health insurance industry and gave them special favors by voting for Obamacare.,2,liar_en
Only the State of New York spends more money on Medicaid than the State of New Jersey.,2,liar_en
Every 1 percent increase in the number of Ohioans with bachelors degrees means economic activity growing the next year and for each year thereafter (by) $2.5 billion dollars.,0,liar_en
"The Medicare drug program resulted in the program coming in 40 percent under budget. ... And the reason it was, is because the design was right.",1,liar_en
EPA wants to regulate the family BBQ.,2,liar_en
"Says he has seen Border Patrol signs near the Mexico border in English, Spanish and Chinese.",0,liar_en
"Weve seen 115,000 jobs created in the American auto industry since GM and Chrysler emerged from bankruptcy.",1,liar_en
"Mike Pence voted against expanding the Childrens Health Insurance program, which Hillary helped to start.",0,liar_en
Says Donald Trumps Make America Great Again caps are made in China.,2,liar_en
Senator McCain would pay for part of his (health care) plan by making drastic cuts in Medicare $882-billion worth.,2,liar_en
"Oregon families pay an extra $1,400 a year on higher insurance premiums to cover those who do not have insurance.",0,liar_en
"More lives have been lost because of the war with the drug cartels in Juarez alone, just a few blocks from the United States of America, than have been lost in the war in Afghanistan.",2,liar_en
"Whether the Amendment passes or not, the medical use of marijuana is a federal criminal offense.",0,liar_en
"Says Tommy Thompson favors Obamas health care mandate, was publicly thanked by Obama for health reform support and that Thompson says we cant repeal Obamacare.",2,liar_en
"A single mother of two cant qualify for basic healthcare through Medicaid if she makes more than $3,504 dollars a year.",0,liar_en
Agriculture is the strongest industry in Ohio.,0,liar_en
"A couple of debates ago, (Donald Trump) said if you dont support socialized health care, youre heartless.",2,liar_en
I am going to be on the ballot in all 50 states. There is no other third-party candidate thats going to come close to achieving that.,0,liar_en
"A mortgage buyback plan is ""my proposal, it's not Sen. Obama's proposal, it's not President Bush's proposal.""",0,liar_en
The cost of health care is now the single-biggest factor driving down the federal budget deficit.,0,liar_en
"Hillary Clinton advocates ""a freeze on foreclosures. Barack Obama said no.""",0,liar_en
Says the vaccine to prevent HPV can cause mental retardation.,2,liar_en
Says Greg Abbott has lost in court four times in just the past few days.,0,liar_en
Most tips left at Dunkin Donuts dont go to employees.,2,liar_en
Says Hillary Clinton has not answered a single question about her immigration plan.,2,liar_en
"Nevada is No. 1 in unemployment, violent crime, car theft, divorce, robberies and foreclosures.",0,liar_en
A judges order means theres a Constitution exemption zone if you live within 100 miles of the United States border.,2,liar_en
Barack Obama has doubled our national debt. Doubled it. Its going to be close to $20 trillion when he leaves.,1,liar_en
Kathryn Starkey only attended half of those meetings.,0,liar_en
Says Missouri needs a voter I.D. law because theres over 16 people in the state of Missouri who have been convicted of some type of voter fraud.,1,liar_en
Georgia legislation on immigration is a copycat of an Arizona immigration bill.,1,liar_en
[N]early one in three primary care doctors are forced to limit the number of Medicare patients they see.,0,liar_en
"Says that under President Barack Obamas health care law, your insurance premiums could go up by 200 percent and cost as much as a new Explorer.",2,liar_en
Says local Texas chambers of commerce were granted exemptions from paying property taxes on their headquarter properties.,0,liar_en
Says U.S. Senate rival Tammy Baldwin wants a completely government-controlled health care system that goes far beyond Obamacare and is a Medicare system for all.,0,liar_en
Obamacare was invented by liberal academic theorists.,1,liar_en
"Says Apple CEO Steve Jobs told President Obama that the company moved factories to China because it needed 30,000 engineers.",0,liar_en
"Did you know under President Obama family health care premiums have increased $4,154 on the average?",1,liar_en
Says Paul Ryans budget plan ends Medicare.,2,liar_en
The FCCs net neutrality policy includes whatis essentially a massive tax increase.,1,liar_en
"Rick Scotts Administration spent over $100,000 of taxpayer money during their first voter purge attempt in 2012.",1,liar_en
More Americans have lost their jobs under Barack Obama than any president in modern history.,1,liar_en
Our race was the closest U.S. Senate race in Ohio in 36 years -- when Howard Metzenbaum defeated Robert Taft in 1976.,0,liar_en
I have something in common with my husband. He never carried caucuses either. He lost all of the ones that I've lost.,0,liar_en
There are still more people uninsured today than when Obama was elected president.,1,liar_en
The Washington D.C.-area never has a recession.,2,liar_en
The U.S. Department of Homeland Security warned that the SAVE database is not a foolproof means of verifying (citizenship on) the voter rolls.,0,liar_en
Most Americans are now getting their news from Facebook.,2,liar_en
"Closing the tobacco loophole would save Missouri taxpayers $50,000,000",0,liar_en
Says Obama health reform law denies millions access to affordable insurance.,2,liar_en
Republican ideas on health care dont give people an option to even enroll in something that they can afford.,0,liar_en
A lot of the problems with forest fires ...is because of bad policy (not to clear out the forests) that was put in place by environmentalists.,1,liar_en
"Today, the United States has, sadly, one of the lowest voter turnouts of any major country on earth.",0,liar_en
Maryland is creating jobs at 2 times the rate that Virginia is.,2,liar_en
Says Rick Perry turned down our invitation to meet President Barack Obama in El Paso.,0,liar_en
"Says her campaign platform includes the biggest investment in new, good-paying jobs since World War II.",1,liar_en
Says an appointed board created under Obamacare will have the ability to come between you and your doctor in determining the best treatment options for you!,2,liar_en
"Under Barack Obama and the big government economy, the median wage for women has dropped $733.",2,liar_en
Ron Johnson said specifically that he hopes the first steps occur to privatize the Veterans Administration.,1,liar_en
President Barack Obama has deported more people in his first year in office than George W. Bush in his last year in office.,0,liar_en
"In Wisconsin, the stimulus paid for a bridge to a bar called Rusty's Backwater Saloon. They've got great burgers, but no new jobs.",1,liar_en
This ban will only apply to Oregon commercial fishermen. Washington commercial fishermen would still be allowed to use gillnets on the Columbia River.,1,liar_en
There are actually only 30 countries that practice birthright citizenship.,0,liar_en
Lindsey Graham endorsed Charlie Crist for U.S. Senate.,2,liar_en
When I talk about (raising the) minimum wage ... half of Republicansagree with it.,0,liar_en
Says that politicians who approved collective bargaining restrictions for public employees exploited a loophole exempting themselves from Senate Bill 5.,1,liar_en
