text,label,source
Q : Trump revient au pouvoir en mars #PlanSecret,2,synthetic_fr
Taux de mortalité x100 chez les vaccinés #StatistiquesCachées,2,synthetic_fr
La 5G cuit notre cerveau comme un micro-ondes #Science,2,synthetic_fr
Davos : rituel satanique filmé au WEF #Illuminati,2,synthetic_fr
Les chemtrails contiennent des parasites #Bioterrorisme,2,synthetic_fr
QAnon prédit l'effondrement du système bancaire #Bientôt,2,synthetic_fr
Les non-vaccinés seront les seuls survivants #SélectionNaturelle,2,synthetic_fr
Radiation 5G = cancer garanti #ÉtudesOccultées,2,synthetic_fr
Le WEF finance toutes les pandémies #Créateurs,2,synthetic_fr
Analyse chimique des chemtrails révélée #Scandale,2,synthetic_fr
Q : les tunnels souterrains découverts partout #Trafic,2,synthetic_fr
ARN messager = manipulation génétique #ExpérienceHumaine,2,synthetic_fr
Désactivez votre 5G maintenant #TutorielSurvie,2,synthetic_fr
Schwab : vous ne posséderez rien et serez heureux #Esclavage,2,synthetic_fr
Les chemtrails bloquent le soleil volontairement #VitamineD,2,synthetic_fr
Q a tout prévu depuis le début #FaitesVosRecherches,2,synthetic_fr
Hécatombe vaccinale dissimulée par les médias #Censure,2,synthetic_fr
La 5G active les nanoparticules des vaccins COVID confirmé par un scientifique anonyme,2,synthetic_fr
Le WEF prévoit de réduire la population mondiale de 90% d'ici 2030,2,synthetic_fr
Les chemtrails contiennent du graphène pour nous contrôler,2,synthetic_fr
QAnon avait raison : les arrestations commencent demain à l'aube,2,synthetic_fr
Vaccin COVID = puce de traçage 5G prouvé en laboratoire suisse,2,synthetic_fr
Klaus Schwab admet vouloir pucer l'humanité entière,2,synthetic_fr
Les chemtrails causent le cancer les preuves sont là,2,synthetic_fr
5G + vaccin = contrôle mental total révélé par un insider,2,synthetic_fr
Le WEF finance les chemtrails pour modifier notre ADN,2,synthetic_fr
Q a révélé : opération mondiale de libération en cours,2,synthetic_fr
Les vaccinés émettent des ondes 5G détectables au téléphone,2,synthetic_fr
Chemtrails = aluminium + baryum pour nous rendre dociles,2,synthetic_fr
Le WEF veut interdire la propriété privée d'ici 2025,2,synthetic_fr
5G tue les oiseaux par milliers preuve vidéo censurée,2,synthetic_fr
Vaccins COVID contiennent des parasites vivants vu au microscope,2,synthetic_fr
QAnon : Trump revient au pouvoir le mois prochain confirmé,2,synthetic_fr
Les antennes 5G propagent le virus c'est évident,2,synthetic_fr
Le WEF contrôle tous les gouvernements mondiaux,2,synthetic_fr
Chemtrails : poison lent pour dépeupler la planète,2,synthetic_fr
Vaccin magnétise le corps test de la cuillère fonctionne,2,synthetic_fr
5G ouvre les pores cutanés et laisse entrer les toxines,2,synthetic_fr
Le WEF veut nous faire manger des insectes de force,2,synthetic_fr
Q : les élites seront jugées publiquement bientôt,2,synthetic_fr
Chemtrails modifient la météo pour créer des catastrophes,2,synthetic_fr
Vaccin COVID change l'ADN en OGM breveté par Big Pharma,2,synthetic_fr
La 5G cause l'infertilité masculine étude cachée,2,synthetic_fr
Le WEF planifie un nouvel ordre mondial dictatorial,2,synthetic_fr
QAnon : les tunnels secrets sous la capitale découverts,2,synthetic_fr
Chemtrails = expérience militaire sur population civile,2,synthetic_fr
5G désactive le système immunitaire naturel du corps,2,synthetic_fr
Les vaccinés meurent dans 2 ans selon un médecin radié,2,synthetic_fr
Le WEF veut une monnaie numérique pour tout contrôler,2,synthetic_fr
Q confirme : les médias sont aux mains des reptiliens,2,synthetic_fr
5G + vaccin = dépopulation programmée c'est mathématique,2,synthetic_fr
Chemtrails contiennent des nano-robots auto-réplicants,2,synthetic_fr
Le WEF a créé le COVID en laboratoire document fuité,2,synthetic_fr
Vaccin contient luciférase pour marquer les humains,2,synthetic_fr
QAnon : la tempête arrive enfin après des années d'attente,2,synthetic_fr
La 5G cuit littéralement notre cerveau de l'intérieur,2,synthetic_fr
Le WEF veut implanter une IA dans chaque humain vivant,2,synthetic_fr
